Time,CoCIN,CoCOUT,CoHIN,CoHOUT,ConCIN, ConCOUT, ConHIN, ConHOUT,SiCIN, SiCOUT, SiHIN, SiHOUT,MPCIN, MPCOUT,MPHIN, MPHOUT, BEND 1, BEND 3
9197.595,6.375,19.289,36.861,29.515,6.382,19.439,36.691,28.419,6.631,14.06,35.845,33.179,6.528,22.639,36.125,27.855,0.582,0.559
9198.595,6.344,19.289,36.798,29.515,6.382,19.439,36.66,28.325,6.599,14.06,35.782,33.148,6.528,22.576,36.063,27.824,0.581,0.559
9199.595,6.344,19.289,36.766,29.484,6.382,19.345,36.628,28.419,6.568,14.029,35.75,33.117,6.559,22.482,36.031,27.824,0.581,0.559
9200.595,6.344,19.258,36.735,29.453,6.382,19.345,36.565,28.387,6.599,14.06,35.719,33.054,6.559,22.482,35.969,27.793,0.582,0.559
9201.595,6.375,19.258,36.672,29.359,6.351,19.345,36.502,28.293,6.599,13.997,35.656,33.023,6.559,22.42,35.906,27.793,0.582,0.559
9202.595,6.344,19.227,36.641,29.39,6.382,19.345,36.439,28.199,6.599,14.06,35.593,32.991,6.528,22.388,35.875,27.762,0.582,0.559
9203.595,6.344,19.227,36.546,29.39,6.382,19.345,36.408,28.168,6.599,14.06,35.561,32.929,6.528,22.42,35.812,27.699,0.582,0.559
9204.596,6.344,19.227,36.515,29.359,6.382,19.313,36.376,28.137,6.662,14.06,35.498,32.897,6.559,22.357,35.781,27.668,0.582,0.559
9205.596,6.375,19.132,36.483,29.328,6.382,19.25,36.345,28.043,6.631,14.06,35.435,32.835,6.559,22.294,35.749,27.637,0.582,0.56
9206.596,6.344,19.132,36.452,29.359,6.382,19.187,36.25,27.98,6.599,14.06,35.404,32.772,6.559,22.294,35.655,27.606,0.582,0.559
9207.596,6.281,19.101,36.389,29.328,6.351,19.156,36.188,27.949,6.631,14.06,35.341,32.772,6.559,22.2,35.624,27.606,0.582,0.559
9208.596,6.344,19.101,36.326,29.296,6.382,19.093,36.125,27.98,6.631,14.06,35.31,32.709,6.559,22.169,35.593,27.575,0.582,0.559
9209.596,6.344,19.038,36.295,29.234,6.414,19.03,36.093,27.918,6.631,14.06,35.278,32.647,6.59,22.169,35.53,27.544,0.582,0.559
9210.596,6.344,19.006,36.232,29.203,6.382,19.03,36.062,27.886,6.631,14.06,35.247,32.615,6.559,22.138,35.499,27.575,0.582,0.559
9211.596,6.375,19.006,36.169,29.14,6.382,19.03,36.03,27.792,6.631,14.06,35.215,32.584,6.559,22.138,35.467,27.481,0.583,0.559
9212.596,6.344,18.975,36.138,29.14,6.382,19.03,35.999,27.73,6.631,14.091,35.152,32.553,6.559,22.138,35.405,27.512,0.582,0.559
9213.596,6.375,19.006,36.106,29.14,6.414,19.03,35.967,27.918,6.631,14.06,35.152,32.522,6.528,22.106,35.405,27.45,0.582,0.559
9214.596,6.344,18.975,36.075,29.046,6.382,18.998,35.936,27.824,6.631,14.06,35.089,32.459,6.559,22.075,35.342,27.45,0.582,0.559
9215.597,6.344,18.943,36.012,28.952,6.382,18.967,35.904,27.824,6.631,14.091,35.058,32.396,6.559,22.075,35.311,27.357,0.582,0.559
9216.597,6.344,18.943,36.012,28.952,6.382,18.935,35.841,27.824,6.631,14.06,35.026,32.365,6.559,22.012,35.279,27.388,0.582,0.559
9217.597,6.375,18.912,35.949,28.921,6.382,18.967,35.81,27.886,6.631,14.06,34.963,32.334,6.59,21.95,35.248,27.357,0.582,0.559
9218.598,6.375,18.849,35.917,28.921,6.382,18.935,35.81,27.855,6.631,14.06,34.963,32.334,6.559,21.918,35.248,27.357,0.582,0.559
9219.598,6.375,18.881,35.855,28.921,6.414,18.904,35.747,27.886,6.631,14.06,34.932,32.302,6.559,21.887,35.217,27.325,0.582,0.558
9220.599,6.375,18.849,35.855,28.921,6.414,18.904,35.747,27.73,6.662,14.06,34.932,32.271,6.559,21.856,35.185,27.294,0.582,0.558
9221.599,6.312,18.818,35.855,28.858,6.256,18.872,35.715,27.636,6.631,14.091,34.869,32.24,6.528,21.793,35.154,27.294,0.582,0.558
9222.599,6.407,18.818,35.855,28.858,6.382,18.872,35.715,27.667,6.631,14.091,34.837,32.208,6.559,21.793,35.154,27.263,0.582,0.558
9223.599,6.375,18.818,35.823,28.796,6.382,18.81,35.653,27.667,6.631,14.06,34.837,32.208,6.528,21.824,35.123,27.232,0.581,0.558
9224.599,6.375,18.818,35.823,28.796,6.382,18.778,35.653,27.479,6.662,14.091,34.806,32.177,6.559,21.793,35.123,27.232,0.582,0.558
9225.599,6.375,18.755,35.729,28.796,6.414,18.778,35.653,27.479,6.599,14.06,34.774,32.177,6.559,21.793,35.091,27.17,0.582,0.558
9226.599,6.375,18.755,35.697,28.733,6.382,18.747,35.621,27.479,6.662,14.091,34.774,32.114,6.559,21.762,35.06,27.17,0.581,0.558
9227.599,6.375,18.723,35.697,28.702,6.382,18.715,35.59,27.51,6.662,14.091,34.743,32.114,6.559,21.762,35.029,27.17,0.582,0.558
9228.599,6.375,18.692,35.666,28.702,6.414,18.715,35.558,27.604,6.662,14.06,34.712,32.083,6.59,21.762,35.029,27.138,0.582,0.557
9229.599,6.375,18.692,35.697,28.671,6.414,18.715,35.527,27.573,6.631,14.091,34.712,32.083,6.59,21.762,34.997,27.107,0.581,0.557
9230.599,6.375,18.629,35.634,28.577,6.414,18.684,35.527,27.448,6.631,14.091,34.712,32.052,6.559,21.762,34.966,27.107,0.581,0.556
9231.599,6.375,18.629,35.634,28.577,6.414,18.684,35.558,27.26,6.662,14.091,34.712,32.02,6.59,21.762,35.029,27.107,0.581,0.556
9232.599,6.375,18.629,35.634,28.608,6.382,18.652,35.495,27.291,6.662,14.091,34.649,32.02,6.59,21.73,34.966,27.045,0.581,0.557
9233.599,6.375,18.597,35.603,28.577,6.414,18.684,35.495,27.322,6.631,14.091,34.68,32.02,6.59,21.73,34.997,27.045,0.58,0.556
9234.599,6.375,18.597,35.603,28.577,6.414,18.684,35.495,27.291,6.662,14.091,34.649,31.989,6.559,21.699,34.935,27.045,0.58,0.556
9235.599,6.375,18.566,35.572,28.514,6.414,18.684,35.495,27.416,6.662,14.091,34.649,31.989,6.559,21.699,34.966,27.045,0.58,0.556
9236.599,6.375,18.566,35.572,28.546,6.382,18.621,35.495,27.354,6.662,14.091,34.617,31.958,6.59,21.73,34.966,27.014,0.58,0.556
9237.599,6.407,18.566,35.572,28.514,6.414,18.621,35.495,27.385,6.631,14.091,34.617,31.958,6.59,21.699,34.935,26.983,0.58,0.555
9238.599,6.344,18.503,35.603,28.514,6.193,18.589,35.495,27.354,6.662,14.091,34.617,31.926,6.559,21.699,34.872,26.951,0.58,0.555
9239.6,6.344,18.503,35.572,28.42,6.414,18.589,35.495,27.416,6.662,14.091,34.586,31.958,6.559,21.699,34.903,26.951,0.579,0.555
9240.6,6.344,18.503,35.572,28.452,6.256,18.558,35.432,27.354,6.662,14.091,34.523,31.864,6.559,21.699,34.903,26.92,0.58,0.555
9241.6,6.375,18.503,35.54,28.42,6.256,18.558,35.464,27.26,6.662,14.091,34.586,31.926,6.59,21.699,34.935,26.951,0.58,0.555
9242.6,6.344,18.503,35.54,28.42,6.414,18.558,35.464,27.228,6.662,14.091,34.617,31.895,6.559,21.699,34.935,26.92,0.579,0.555
9243.6,6.375,18.472,35.572,28.42,6.414,18.495,35.495,27.135,6.662,13.997,34.554,31.926,6.59,21.699,34.935,26.889,0.579,0.554
9244.6,6.344,18.472,35.54,28.358,6.319,18.495,35.527,27.197,6.631,13.997,34.554,31.864,6.59,21.699,34.935,26.92,0.579,0.554
9245.6,6.407,18.472,35.603,28.358,6.445,18.495,35.464,27.197,6.662,14.091,34.617,31.895,6.59,21.699,34.935,26.889,0.579,0.554
9246.6,6.407,18.44,35.603,28.295,6.319,18.526,35.495,27.228,6.662,14.091,34.617,31.926,6.559,21.699,34.903,26.858,0.579,0.553
9247.6,6.407,18.44,35.572,28.327,6.414,18.558,35.495,27.197,6.662,14.091,34.617,31.926,6.59,21.667,34.935,26.858,0.579,0.553
9248.6,6.375,18.409,35.603,28.358,6.288,18.526,35.495,27.228,6.662,14.091,34.617,31.895,6.59,21.636,34.997,26.858,0.579,0.553
9249.6,6.407,18.409,35.634,28.327,6.414,18.526,35.558,27.26,6.662,14.091,34.649,31.895,6.59,21.636,34.997,26.858,0.579,0.553
9250.6,6.407,18.409,35.634,28.295,6.351,18.526,35.527,27.197,6.662,14.091,34.649,31.926,6.59,21.605,34.935,26.858,0.578,0.553
9251.6,6.344,18.409,35.634,28.358,6.351,18.495,35.527,27.228,6.631,14.029,34.586,31.895,6.559,21.605,34.997,26.858,0.579,0.552
9252.6,6.407,18.377,35.634,28.389,6.351,18.558,35.527,27.26,6.662,14.029,34.586,31.926,6.559,21.573,34.966,26.827,0.579,0.552
9253.6,6.375,18.377,35.634,28.389,6.288,18.558,35.527,27.197,6.662,13.997,34.586,31.926,6.559,21.573,34.935,26.858,0.578,0.552
9254.6,6.407,18.377,35.634,28.389,6.288,18.463,35.558,27.26,6.694,14.091,34.649,31.926,6.59,21.573,34.966,26.827,0.577,0.552
9255.6,6.375,18.377,35.634,28.358,6.319,18.463,35.558,27.166,6.662,14.091,34.649,31.895,6.59,21.573,34.997,26.827,0.577,0.552
9256.6,6.375,18.377,35.666,28.295,6.288,18.463,35.59,27.228,6.662,14.091,34.712,31.926,6.559,21.542,34.997,26.827,0.577,0.551
9257.6,6.375,18.377,35.634,28.233,6.288,18.432,35.621,27.26,6.694,14.091,34.68,31.926,6.59,21.511,34.966,26.827,0.577,0.551
9258.6,6.375,18.377,35.666,28.201,6.319,18.463,35.621,27.26,6.694,14.091,34.712,31.958,6.59,21.511,34.966,26.827,0.576,0.551
9259.6,6.407,18.377,35.697,28.201,6.193,18.463,35.621,27.228,6.694,14.091,34.68,31.958,6.59,21.573,35.029,26.796,0.576,0.551
9260.6,6.375,18.44,35.697,28.233,6.288,18.495,35.653,27.291,6.694,14.091,34.743,31.895,6.59,21.605,34.997,26.796,0.576,0.551
9261.6,6.375,18.44,35.729,28.201,6.256,18.495,35.684,27.291,6.694,14.091,34.743,31.926,6.59,21.73,35.091,26.796,0.577,0.551
9262.6,6.344,18.472,35.729,28.201,6.193,18.526,35.715,27.354,6.694,14.091,34.774,31.864,6.59,21.793,35.123,26.796,0.577,0.55
9263.601,6.407,18.472,35.823,28.233,6.225,18.526,35.778,27.291,6.662,14.091,34.837,31.895,6.59,21.793,35.248,26.796,0.576,0.55
9264.601,6.312,18.472,35.855,28.233,6.193,18.589,35.81,27.291,6.694,14.091,34.869,31.864,6.59,21.793,35.248,26.827,0.576,0.55
9265.601,6.344,18.472,35.917,28.264,6.414,18.652,35.81,27.322,6.694,14.091,34.806,31.958,6.59,21.824,35.185,26.796,0.575,0.55
9266.601,6.407,18.472,35.917,28.264,6.477,18.621,35.715,27.354,6.694,13.966,34.806,32.02,6.59,21.856,35.123,26.827,0.575,0.549
9267.601,6.375,18.472,35.855,28.295,6.256,18.589,35.747,27.354,6.694,14.06,34.837,32.052,6.622,21.824,35.185,26.827,0.575,0.549
9268.601,6.375,18.44,35.855,28.327,6.256,18.589,35.778,27.354,6.694,14.091,34.806,32.052,6.59,21.762,35.217,26.827,0.576,0.549
9269.601,6.407,18.44,35.886,28.295,6.414,18.589,35.873,27.448,6.694,14.091,34.9,32.114,6.59,21.762,35.279,26.858,0.575,0.549
9270.601,6.407,18.503,35.949,28.264,6.445,18.589,35.936,27.479,6.725,14.06,34.932,32.083,6.622,21.73,35.342,26.858,0.574,0.548
9271.601,6.438,18.472,36.012,28.264,6.414,18.558,35.967,27.51,6.725,14.06,34.995,32.114,6.59,21.73,35.373,26.827,0.574,0.548
9272.601,6.438,18.472,36.012,28.264,6.477,18.558,35.999,27.448,6.694,14.091,34.963,32.083,6.59,21.699,35.342,26.858,0.574,0.549
9273.601,6.438,18.472,36.043,28.327,6.445,18.558,35.999,27.448,6.694,14.06,35.026,32.208,6.622,21.699,35.373,26.827,0.574,0.548
9274.601,6.438,18.472,36.075,28.327,6.445,18.558,35.967,27.416,6.694,14.06,35.026,32.24,6.59,21.73,35.373,26.858,0.574,0.548
9275.601,6.407,18.472,36.075,28.264,6.477,18.526,35.967,27.542,6.694,14.091,35.026,32.24,6.59,21.73,35.373,26.858,0.574,0.548
9276.601,6.407,18.472,36.075,28.358,6.445,18.463,35.936,27.604,6.694,14.091,34.995,32.271,6.622,21.699,35.342,26.858,0.574,0.548
9277.601,6.407,18.503,36.043,28.358,6.445,18.495,35.936,27.573,6.694,14.06,34.995,32.271,6.622,21.73,35.342,26.858,0.574,0.547
9278.601,6.407,18.503,36.043,28.358,6.445,18.526,35.936,27.573,6.725,14.091,34.995,32.24,6.59,21.699,35.342,26.858,0.574,0.548
9279.602,6.438,18.503,36.043,28.358,6.445,18.526,35.999,27.604,6.694,14.091,35.058,32.271,6.622,21.73,35.405,26.889,0.573,0.547
9280.602,6.407,18.472,36.075,28.42,6.445,18.526,36.03,27.51,6.694,14.06,35.089,32.24,6.622,21.762,35.436,26.858,0.573,0.547
9281.603,6.438,18.503,36.138,28.42,6.445,18.589,36.062,27.354,6.694,14.091,35.089,32.24,6.622,21.793,35.467,26.889,0.573,0.546
9282.603,6.407,18.503,36.169,28.42,6.445,18.558,36.125,27.354,6.694,14.091,35.152,32.271,6.622,21.856,35.53,26.889,0.573,0.546
9283.603,6.438,18.535,36.2,28.452,6.477,18.558,36.188,27.416,6.694,14.091,35.152,32.271,6.622,21.856,35.53,26.858,0.573,0.546
9284.603,6.438,18.535,36.232,28.42,6.445,18.558,36.188,27.51,6.694,14.06,35.184,32.334,6.622,21.824,35.561,26.92,0.573,0.546
9285.603,6.438,18.566,36.263,28.42,6.477,18.526,36.188,27.542,6.694,14.06,35.184,32.365,6.622,21.856,35.593,26.889,0.573,0.546
9286.603,6.407,18.535,36.295,28.389,6.477,18.558,36.282,27.667,6.694,14.091,35.247,32.365,6.59,21.856,35.624,26.92,0.573,0.546
9287.603,6.438,18.535,36.326,28.42,6.445,18.558,36.313,27.542,6.694,14.06,35.278,32.365,6.622,21.824,35.655,26.92,0.573,0.546
9288.603,6.407,18.566,36.358,28.452,6.445,18.558,36.313,27.479,6.694,14.091,35.31,32.396,6.622,21.824,35.687,26.92,0.573,0.546
9289.603,6.438,18.566,36.421,28.389,6.445,18.589,36.345,27.542,6.725,14.06,35.278,32.428,6.622,21.856,35.687,26.983,0.573,0.546
9290.603,6.438,18.535,36.421,28.42,6.445,18.589,36.345,27.636,6.694,14.06,35.31,32.459,6.59,21.824,35.718,26.951,0.572,0.546
9291.603,6.47,18.566,36.421,28.452,6.477,18.652,36.408,27.667,6.694,14.091,35.341,32.49,6.622,21.824,35.781,26.983,0.572,0.546
9292.603,6.438,18.566,36.452,28.42,6.445,18.621,36.439,27.604,6.694,14.06,35.372,32.49,6.622,21.824,35.812,27.014,0.571,0.545
9293.603,6.407,18.597,36.515,28.42,6.477,18.589,36.439,27.667,6.694,14.091,35.435,32.522,6.622,21.824,35.812,27.014,0.572,0.546
9294.603,6.438,18.597,36.546,28.42,6.477,18.652,36.502,27.698,6.694,14.091,35.435,32.553,6.59,21.856,35.843,27.014,0.571,0.546
9295.603,6.407,18.597,36.546,28.452,6.477,18.652,36.534,27.698,6.694,14.091,35.498,32.584,6.622,21.887,35.875,27.014,0.571,0.545
9296.603,6.438,18.629,36.578,28.514,6.477,18.621,36.534,27.698,6.694,14.06,35.498,32.615,6.622,21.918,35.875,26.983,0.571,0.545
9297.604,6.438,18.629,36.609,28.483,6.445,18.652,36.534,27.761,6.725,14.06,35.53,32.615,6.622,21.95,35.875,27.014,0.571,0.545
9298.604,6.47,18.629,36.641,28.42,6.477,18.621,36.597,27.792,6.725,14.091,35.561,32.678,6.622,21.981,35.937,27.076,0.571,0.545
9299.604,6.438,18.66,36.672,28.452,6.477,18.652,36.628,27.761,6.725,14.06,35.593,32.678,6.622,22.012,36,27.076,0.571,0.545
9300.604,6.438,18.629,36.703,28.452,6.477,18.715,36.66,27.761,6.725,14.091,35.593,32.741,6.622,22.044,36,27.076,0.571,0.545
9301.604,6.438,18.692,36.735,28.514,6.477,18.652,36.691,27.98,6.725,14.091,35.656,32.741,6.622,22.012,36.031,27.076,0.571,0.545
9302.604,6.47,18.723,36.766,28.577,6.477,18.684,36.691,28.012,6.725,14.06,35.656,32.741,6.622,22.044,36.031,27.107,0.571,0.545
9303.605,6.47,18.692,36.766,28.577,6.508,18.684,36.754,28.012,6.725,14.091,35.656,32.772,6.653,22.044,36.063,27.138,0.571,0.545
9304.605,6.47,18.723,36.766,28.608,6.445,18.715,36.754,28.012,6.725,14.06,35.687,32.803,6.622,22.075,36.094,27.138,0.57,0.546
9305.605,6.438,18.755,36.798,28.671,6.477,18.715,36.754,28.012,6.725,14.091,35.719,32.835,6.59,22.075,36.125,27.138,0.57,0.545
9306.605,6.47,18.755,36.829,28.639,6.477,18.747,36.785,28.012,6.725,14.091,35.719,32.835,6.622,22.106,36.125,27.201,0.571,0.545
9307.605,6.438,18.786,36.829,28.639,6.477,18.684,36.848,28.137,6.725,14.091,35.782,32.866,6.622,22.138,36.157,27.17,0.571,0.545
9308.605,6.47,18.786,36.861,28.702,6.477,18.715,36.88,28.199,6.694,14.091,35.782,32.866,6.653,22.106,36.188,27.201,0.571,0.545
9309.605,6.47,18.818,36.924,28.827,6.477,18.747,36.88,28.199,6.694,14.091,35.813,32.897,6.622,22.169,36.219,27.201,0.571,0.545
9310.605,6.47,18.849,36.955,28.827,6.477,18.778,36.848,28.137,6.725,14.06,35.813,32.929,6.622,22.138,36.188,27.232,0.571,0.545
9311.605,6.47,18.849,36.924,28.89,6.508,18.81,36.88,28.012,6.725,14.091,35.813,32.929,6.622,22.138,36.251,27.263,0.571,0.545
9312.605,6.47,18.849,36.955,28.858,6.477,18.841,36.911,28.012,6.725,14.091,35.845,32.96,6.622,22.075,36.251,27.263,0.571,0.546
9313.605,6.47,18.849,36.986,28.858,6.477,18.841,36.974,27.98,6.725,14.06,35.908,32.96,6.653,22.075,36.282,27.263,0.571,0.545
9314.605,6.47,18.849,36.986,28.858,6.477,18.904,36.974,28.043,6.725,14.091,35.908,32.96,6.622,22.106,36.313,27.294,0.571,0.545
9315.605,6.47,18.818,37.049,28.858,6.477,18.904,37.006,28.074,6.725,14.091,35.908,32.991,6.653,22.106,36.345,27.294,0.571,0.545
9316.606,6.47,18.849,37.049,28.796,6.477,18.841,37.006,28.043,6.725,14.091,35.939,33.023,6.653,22.169,36.345,27.325,0.571,0.545
9317.607,6.47,18.881,37.081,28.796,6.508,18.904,37.037,28.074,6.725,14.06,35.939,33.085,6.622,22.169,36.376,27.325,0.571,0.545
9318.607,6.47,18.849,37.081,28.796,6.508,18.904,37.037,28.137,6.694,14.091,35.97,32.991,6.653,22.2,36.376,27.325,0.57,0.545
9319.607,6.501,18.881,37.112,28.89,6.508,18.935,37.1,28.168,6.725,14.091,36.002,33.085,6.653,22.138,36.407,27.325,0.57,0.545
9320.607,6.47,18.912,37.175,28.921,6.477,18.998,37.069,28.137,6.725,14.091,36.002,33.117,6.622,22.169,36.439,27.325,0.57,0.545
9321.607,6.47,18.912,37.144,28.952,6.477,18.998,37.1,28.137,6.725,14.091,36.033,33.148,6.653,22.138,36.407,27.325,0.571,0.546
9322.607,6.501,18.943,37.144,28.984,6.508,18.998,37.1,27.98,6.725,14.091,36.065,33.148,6.653,22.106,36.47,27.357,0.571,0.545
9323.608,6.47,18.943,37.175,28.984,6.508,18.998,37.163,27.98,6.725,14.091,36.065,33.148,6.653,22.138,36.47,27.357,0.571,0.545
9324.608,6.47,18.975,37.207,28.921,6.477,19.061,37.163,28.105,6.725,14.091,36.096,33.148,6.653,22.169,36.501,27.388,0.571,0.545
9325.608,6.47,18.943,37.238,28.921,6.508,19.187,37.163,28.012,6.725,14.091,36.096,33.148,6.653,22.2,36.533,27.388,0.571,0.545
9326.608,6.47,18.975,37.238,28.89,6.477,19.25,37.195,28.043,6.725,14.091,36.128,33.179,6.684,22.2,36.501,27.419,0.571,0.545
9327.608,6.47,18.943,37.269,28.89,6.508,19.25,37.226,28.043,6.725,14.091,36.128,33.211,6.653,22.2,36.564,27.419,0.571,0.545
9328.608,6.47,19.006,37.301,28.89,6.477,19.25,37.257,28.137,6.725,14.091,36.159,33.211,6.684,22.232,36.564,27.45,0.571,0.546
9329.608,6.47,18.975,37.301,28.89,6.508,19.25,37.226,28.168,6.725,14.091,36.159,33.242,6.653,22.263,36.564,27.45,0.571,0.546
9330.609,6.501,18.975,37.301,28.858,6.508,19.25,37.257,28.293,6.725,14.091,36.159,33.273,6.622,22.263,36.564,27.481,0.571,0.546
9331.609,6.47,19.006,37.301,28.89,6.477,19.282,37.257,28.481,6.757,14.091,36.191,33.273,6.653,22.357,36.564,27.45,0.571,0.546
9332.609,6.47,19.038,37.301,28.921,6.477,19.282,37.257,28.45,6.725,14.091,36.191,33.273,6.653,22.388,36.595,27.512,0.571,0.546
9333.61,6.47,19.038,37.332,28.984,6.508,19.282,37.257,28.387,6.694,14.091,36.191,33.273,6.622,22.451,36.595,27.512,0.571,0.546
9334.61,6.501,19.038,37.364,29.015,6.477,19.282,37.32,28.325,6.725,14.091,36.222,33.305,6.653,22.388,36.595,27.481,0.572,0.546
9335.61,6.47,19.069,37.364,29.015,6.508,19.282,37.289,28.168,6.725,14.091,36.222,33.305,6.684,22.42,36.595,27.544,0.572,0.546
9336.61,6.47,19.101,37.364,29.015,6.508,19.25,37.32,28.262,6.725,14.091,36.254,33.305,6.653,22.42,36.627,27.544,0.571,0.546
9337.61,6.47,19.101,37.364,29.046,6.508,19.25,37.352,28.293,6.725,14.091,36.254,33.305,6.653,22.482,36.658,27.575,0.571,0.546
9338.61,6.47,19.101,37.395,29.109,6.508,19.25,37.352,28.356,6.725,11.541,36.096,33.336,6.653,22.482,36.533,27.544,0.571,0.546
9339.61,6.501,19.101,37.395,29.14,6.508,19.219,37.383,28.544,6.725,14.091,36.285,33.367,6.653,22.514,36.689,27.544,0.573,0.546
9340.61,6.47,19.101,37.427,29.14,6.477,19.219,37.415,28.544,6.725,14.091,36.317,33.367,6.653,22.514,36.752,27.575,0.572,0.546
9341.61,6.501,19.132,37.458,29.14,6.508,19.219,37.383,28.356,6.725,14.091,36.317,33.367,6.684,22.576,36.689,27.575,0.572,0.546
9342.61,6.501,19.069,37.427,29.14,6.477,19.219,37.383,28.325,6.725,14.123,36.348,33.367,6.653,22.482,36.721,27.575,0.571,0.547
9343.61,6.501,19.132,37.458,29.109,6.508,19.219,37.415,28.356,6.725,14.091,36.348,33.398,6.684,22.514,36.752,27.575,0.573,0.546
9344.61,6.501,19.101,37.458,29.077,6.508,19.25,37.415,28.325,6.725,14.123,36.348,33.367,6.622,22.514,36.752,27.637,0.573,0.547
9345.61,6.344,19.164,37.489,29.14,6.508,19.124,37.383,28.481,6.253,13.021,36.38,33.398,6.622,22.482,36.721,27.575,0.573,0.547
9346.61,6.501,19.132,37.458,29.234,6.508,19.282,37.446,28.544,6.725,14.123,36.411,33.43,6.653,22.608,36.783,27.637,0.573,0.548
9347.61,6.501,19.164,37.489,29.265,6.508,19.282,37.478,28.607,6.725,14.123,36.38,33.43,6.622,22.545,36.783,27.637,0.573,0.548
9348.61,6.47,19.164,37.458,29.265,6.508,19.25,37.446,28.481,6.725,14.091,36.38,33.43,6.59,22.357,36.783,27.637,0.573,0.547
9349.61,6.47,19.132,37.458,29.265,6.508,19.282,37.446,28.262,6.694,14.123,36.38,33.43,6.622,22.232,36.783,27.606,0.573,0.548
9350.61,6.501,19.164,37.458,29.265,6.508,19.219,37.446,28.387,6.725,14.091,36.38,33.398,6.59,21.981,36.752,27.606,0.573,0.548
9351.61,6.501,19.101,37.458,29.296,6.477,18.998,37.446,28.074,6.725,14.123,36.411,33.367,6.622,21.824,36.783,27.544,0.574,0.548
9352.61,6.501,19.038,37.458,29.265,6.477,18.778,37.446,27.824,6.725,14.123,36.411,33.367,6.59,21.667,36.783,27.481,0.574,0.548
9353.61,6.501,18.881,37.427,29.296,6.508,18.495,37.446,27.698,6.694,14.091,36.411,33.367,6.622,21.542,36.783,27.419,0.574,0.548
9354.61,6.501,18.723,37.427,29.296,6.477,18.211,37.415,27.385,6.694,14.123,36.38,33.336,6.59,21.354,36.783,27.388,0.574,0.548
9355.61,6.47,18.535,37.427,29.234,6.477,17.865,37.415,27.166,6.694,14.123,36.38,33.336,6.622,21.229,36.846,27.325,0.574,0.549
9356.61,6.47,18.314,37.427,29.265,6.477,17.487,37.415,26.947,6.694,14.123,36.443,33.367,6.559,21.135,36.877,27.325,0.574,0.549
9357.611,6.47,18.063,37.427,29.265,6.477,17.141,37.383,26.571,6.694,14.123,36.474,33.367,6.59,21.135,36.846,27.294,0.574,0.549
9358.611,6.438,17.717,37.395,29.265,6.477,16.763,37.383,26.383,6.694,14.123,36.443,33.336,6.59,21.103,36.783,27.294,0.575,0.549
9359.611,6.438,17.402,37.395,29.234,6.477,16.385,37.383,26.07,6.694,14.123,36.38,33.398,6.59,21.072,36.721,27.263,0.575,0.549
9360.611,6.47,17.056,37.364,29.203,6.477,16.007,37.352,25.725,6.662,14.123,36.348,33.43,6.59,21.041,36.658,27.232,0.573,0.549
9361.611,6.438,16.742,37.364,29.234,6.477,15.629,37.32,25.255,6.694,14.123,36.285,33.367,6.622,20.947,36.627,27.201,0.574,0.549
9362.611,6.438,16.427,37.364,29.203,6.477,15.252,37.352,24.817,6.694,14.123,36.285,33.336,6.59,20.884,36.595,27.201,0.574,0.549
9363.611,6.438,16.05,37.332,29.203,6.477,14.968,37.289,24.316,6.694,14.123,36.254,33.273,6.59,20.759,36.564,27.201,0.574,0.549
9364.611,6.438,15.704,37.332,29.171,6.445,14.622,37.32,23.814,6.662,14.091,36.222,33.273,6.59,20.571,36.533,27.17,0.573,0.549
9365.611,6.438,15.389,37.301,29.171,6.477,14.338,37.289,23.251,6.694,14.123,36.222,33.242,6.59,20.351,36.533,27.201,0.574,0.549
9366.611,6.438,15.075,37.301,29.14,6.445,14.024,37.257,22.656,6.662,14.123,36.191,33.179,6.59,20.038,36.533,27.201,0.574,0.549
9367.611,6.438,14.76,37.269,29.109,6.477,13.772,37.257,22.154,6.694,14.123,36.159,33.179,6.59,19.756,36.533,27.201,0.574,0.549
9368.611,6.438,14.477,37.269,29.077,6.477,13.457,37.226,21.685,6.662,14.154,36.128,33.148,6.559,19.38,36.47,27.17,0.574,0.549
9369.611,6.438,14.131,37.238,29.046,6.477,13.236,37.226,21.246,6.694,14.123,36.128,33.148,6.59,19.066,36.501,27.17,0.574,0.549
9370.611,6.438,13.848,37.207,29.015,6.445,13.016,37.226,20.776,6.662,14.123,36.096,33.117,6.59,18.69,36.501,27.138,0.574,0.549
9371.611,6.438,13.565,37.238,28.984,6.477,12.827,37.226,20.338,6.662,14.123,36.033,33.054,6.59,18.346,36.439,27.138,0.574,0.549
9372.611,6.438,13.313,37.207,28.952,6.477,12.607,37.163,20.025,6.694,14.029,35.813,32.49,6.59,18.001,36.439,27.107,0.574,0.548
9373.611,6.438,13.093,37.175,28.921,6.477,12.449,37.163,19.68,6.694,14.123,36.002,32.96,6.59,17.625,36.439,27.045,0.573,0.549
9374.611,6.438,12.841,37.144,28.89,6.445,12.292,37.163,19.336,6.662,14.123,35.97,32.897,6.59,17.311,36.407,27.014,0.574,0.549
9375.611,6.438,12.621,37.144,28.858,6.477,12.134,37.132,19.054,6.662,14.123,35.97,32.835,6.59,16.998,36.376,26.951,0.573,0.548
9376.611,6.438,12.433,37.144,28.858,6.445,12.009,37.132,18.74,6.662,14.123,35.908,32.741,6.59,16.716,36.376,26.951,0.573,0.548
